Kotlin,500,0.353,4.0E-4,0.1691
Kotlin,5000,35.4389,0.0023,19.5221
Kotlin,10000,151.341,0.0039,45.4513
Kotlin,500,0.2673,3.0E-4,0.1282
Kotlin,5000,28.4424,0.0034,14.9758
Kotlin,10000,126.9391,0.004,50.4813
Kotlin,500,0.2714,3.0E-4,0.1341
Kotlin,5000,29.8552,0.002,13.2577
Kotlin,10000,140.7262,0.0039,45.7658
Kotlin,500,0.2694,3.0E-4,0.1344
Kotlin,5000,41.0934,0.0033,13.2843
Kotlin,10000,137.9543,0.0037,48.1219
Kotlin,500,0.287,3.0E-4,0.131
Kotlin,5000,23.3929,0.004,12.1117
Kotlin,10000,110.2678,0.004,50.156
Kotlin,500,0.2737,3.0E-4,0.129
Kotlin,5000,24.2979,0.0034,20.072
Kotlin,10000,144.0396,0.0069,53.9563
Kotlin,500,0.2703,3.0E-4,0.1295
Kotlin,5000,23.3073,0.0022,11.5965
Kotlin,10000,138.7975,0.004,52.7185
Kotlin,500,0.6183,6.0E-4,0.3189
Kotlin,5000,24.7224,0.0021,12.6301
Kotlin,10000,143.9123,0.0038,61.3451
Kotlin,500,0.2962,4.0E-4,0.1406
Kotlin,5000,48.6578,0.0025,17.4642
Kotlin,10000,146.2654,0.005,78.9167
Kotlin,500,0.329,3.0E-4,0.1595
Kotlin,5000,24.8839,0.002,12.9816
Kotlin,10000,126.7565,0.006,75.0493
Kotlin,500,0.3001,4.0E-4,0.1544
Kotlin,5000,31.7792,0.0026,15.0902
Kotlin,10000,114.5972,0.0041,47.1958
Kotlin,500,0.3777,4.0E-4,0.162
Kotlin,5000,32.6677,0.0031,13.3715
Kotlin,10000,110.2158,0.0044,48.2659
Kotlin,500,0.3345,3.0E-4,0.13
Kotlin,5000,23.7829,0.0023,13.1911
Kotlin,10000,105.0588,0.0039,55.2088
Kotlin,500,0.2916,5.0E-4,0.1351
Kotlin,5000,23.985,0.002,12.8343
Kotlin,10000,109.4641,0.0041,58.3804
Kotlin,500,0.3393,4.0E-4,0.1627
Kotlin,5000,26.0935,0.0025,12.7569
Kotlin,10000,118.489,0.0065,56.8243
Kotlin,500,0.343,3.0E-4,0.1622
Kotlin,5000,28.5376,0.0021,11.8475
Kotlin,10000,120.6665,0.0061,58.542
Kotlin,500,0.2734,2.0E-4,0.1359
Kotlin,5000,24.4133,0.0033,14.8434
Kotlin,10000,115.2162,0.005,58.7038
Kotlin,500,0.2713,3.0E-4,0.1311
Kotlin,5000,23.4268,0.0023,14.5975
Kotlin,10000,140.706,0.0074,63.1058
Kotlin,500,0.3915,4.0E-4,0.1862
Kotlin,5000,38.599,0.0026,17.0697
Kotlin,10000,152.2106,0.0045,61.3049
Kotlin,500,0.301,4.0E-4,0.1456
Kotlin,5000,25.5501,0.0035,13.1203
Kotlin,10000,122.1568,0.0048,50.0533
Kotlin,500,0.2735,3.0E-4,0.1287
Kotlin,5000,24.0146,0.0018,11.7906
Kotlin,10000,146.8855,0.0075,58.3454
Kotlin,500,0.2853,3.0E-4,0.1569
Kotlin,5000,23.545,0.0033,13.6861
Kotlin,10000,118.3365,0.0039,53.1731
Kotlin,500,0.2742,3.0E-4,0.1283
Kotlin,5000,40.8493,0.0067,27.8426
Kotlin,10000,139.4949,0.0036,73.7043
Kotlin,500,0.2791,2.0E-4,0.129
Kotlin,5000,22.8677,0.0034,13.5559
Kotlin,10000,118.4826,0.0045,54.1061
Kotlin,500,0.2714,3.0E-4,0.1356
Kotlin,5000,28.4782,0.0027,13.9606
Kotlin,10000,121.3425,0.0057,84.3793
Kotlin,500,0.2877,3.0E-4,0.1543
Kotlin,5000,24.6537,0.0033,13.6902
Kotlin,10000,107.1317,0.0048,50.5179
Kotlin,500,0.416,4.0E-4,0.1937
Kotlin,5000,34.3909,0.0031,19.0775
Kotlin,10000,162.4205,0.0058,71.5924
Kotlin,500,0.2818,4.0E-4,0.1562
Kotlin,5000,29.4931,0.0034,22.7226
Kotlin,10000,131.6761,0.0062,68.6868
Kotlin,500,0.339,5.0E-4,0.2148
Kotlin,5000,95.0509,0.0029,16.9628
Kotlin,10000,127.33,0.0062,81.5522
Kotlin,500,0.3352,5.0E-4,0.1877
Kotlin,5000,29.1782,0.0033,15.6909
Kotlin,10000,177.1806,0.0049,70.015
Kotlin,500,0.2927,4.0E-4,0.1297
Kotlin,5000,29.3784,0.0039,12.9194
Kotlin,10000,119.6153,0.0046,55.7089
Kotlin,500,0.3692,5.0E-4,0.213
Kotlin,5000,31.7372,0.003,14.2446
Kotlin,10000,125.2252,0.0036,56.2878
Kotlin,500,0.2711,3.0E-4,0.1292
Kotlin,5000,35.0611,0.0039,12.1158
Kotlin,10000,126.6364,0.0052,46.7815
Kotlin,500,0.3406,3.0E-4,0.1692
Kotlin,5000,32.6363,0.0044,21.8166
Kotlin,10000,141.2623,0.0085,86.342
Kotlin,500,0.6699,0.001,0.3237
Kotlin,5000,41.5689,0.0031,24.2412
Kotlin,10000,130.6124,0.0048,53.4356
Kotlin,500,0.2741,2.0E-4,0.1286
Kotlin,5000,26.6055,0.0022,19.7255
Kotlin,10000,135.4235,0.0035,65.0884
Kotlin,500,0.4174,6.0E-4,0.195
Kotlin,5000,28.3774,0.0027,15.7174
Kotlin,10000,125.1271,0.0044,50.123
Kotlin,500,0.3494,3.0E-4,0.163
Kotlin,5000,27.0351,0.0023,12.2246
Kotlin,10000,128.7783,0.0067,79.8575
Kotlin,500,0.4224,4.0E-4,0.2036
Kotlin,5000,33.4197,0.0025,16.7011
Kotlin,10000,137.8797,0.0043,82.713
Kotlin,500,0.3293,3.0E-4,0.1626
Kotlin,5000,28.9795,0.0025,14.7925
Kotlin,10000,170.6665,0.0124,69.4835
Kotlin,500,0.4379,6.0E-4,0.2132
Kotlin,5000,55.2859,0.0033,18.179
Kotlin,10000,186.2913,0.0124,59.8801
Kotlin,500,0.3433,3.0E-4,0.1626
Kotlin,5000,36.6672,0.0063,25.8795
Kotlin,10000,156.2826,0.0041,97.8628
Kotlin,500,0.422,4.0E-4,0.1941
Kotlin,5000,25.6201,0.0023,15.7279
Kotlin,10000,154.4517,0.0179,84.9014
Kotlin,500,0.3929,4.0E-4,0.2147
Kotlin,5000,50.1414,0.0078,22.5884
Kotlin,10000,180.5276,0.0045,54.1346
Kotlin,500,0.2752,3.0E-4,0.1347
Kotlin,5000,30.9502,0.0034,13.271
Kotlin,10000,108.0916,0.0038,64.3804
Kotlin,500,0.6488,5.0E-4,0.3061
Kotlin,5000,35.3008,0.0025,15.461
Kotlin,10000,127.324,0.0059,56.2349
Kotlin,500,0.4017,4.0E-4,0.1941
Kotlin,5000,33.9653,0.0031,15.0361
Kotlin,10000,143.3889,0.0067,73.3089
Kotlin,500,0.3319,3.0E-4,0.1575
Kotlin,5000,29.2982,0.005,23.5602
Kotlin,10000,171.5127,0.0043,58.7041
Kotlin,500,0.3283,5.0E-4,0.1637
Kotlin,5000,28.5999,0.0023,16.1252
Kotlin,10000,172.1479,0.0051,76.8866
Kotlin,500,0.5539,6.0E-4,0.2548
Kotlin,5000,32.9934,0.0023,13.3942
Kotlin,10000,128.8314,0.0091,105.4121
Kotlin,500,0.3769,4.0E-4,0.2078
Kotlin,5000,26.8485,0.0023,15.1123
Kotlin,10000,113.3539,0.0039,50.9132
Kotlin,500,0.282,3.0E-4,0.1296
Kotlin,5000,26.4695,0.0021,11.5255
Kotlin,10000,113.719,0.0039,46.8413
Kotlin,500,0.3552,4.0E-4,0.1614
Kotlin,5000,28.7006,0.002,12.0592
Kotlin,10000,136.8229,0.0059,69.9254
Kotlin,500,0.3371,3.0E-4,0.1516
Kotlin,5000,24.7125,0.002,19.5251
Kotlin,10000,159.3599,0.005,54.483
Kotlin,500,0.3199,3.0E-4,0.1518
Kotlin,5000,55.6115,0.0023,21.5353
Kotlin,10000,108.2898,0.0034,63.0487
Kotlin,500,0.2951,3.0E-4,0.1572
Kotlin,5000,32.7019,0.002,11.5146
Kotlin,10000,145.9166,0.004,89.897
Kotlin,500,0.4391,5.0E-4,0.2288
Kotlin,5000,29.1814,0.0022,11.3743
Kotlin,10000,117.9218,0.0041,57.3814
Kotlin,500,0.3351,4.0E-4,0.1556
Kotlin,5000,28.6607,0.0039,16.5797
Kotlin,10000,186.1481,0.0042,77.6749
Kotlin,500,0.3007,2.0E-4,0.1403
Kotlin,5000,30.9655,0.0038,21.6968
Kotlin,10000,135.286,0.0082,82.5639
Kotlin,500,0.9537,8.0E-4,0.3932
Kotlin,5000,33.9299,0.0025,14.8161
Kotlin,10000,142.6745,0.0056,54.7714
Kotlin,500,0.3508,5.0E-4,0.1643
Kotlin,5000,36.6459,0.0025,16.4035
Kotlin,10000,136.8497,0.0048,47.0647
Kotlin,500,0.2707,3.0E-4,0.1289
Kotlin,5000,30.8402,0.002,11.9732
Kotlin,10000,111.3193,0.0067,60.276
Kotlin,500,0.2808,3.0E-4,0.1524
Kotlin,5000,23.8863,0.0017,11.5808
Kotlin,10000,110.8347,0.0038,75.6078
Kotlin,500,0.3103,3.0E-4,0.1379
Kotlin,5000,24.15,0.0036,23.7921
Kotlin,10000,144.1309,0.0045,76.924
